207625781, 15:39:59
214182677, 15:40:33
214379968, 15:40:01
214984742, 15:41:43
215103631, 15:49:17
215125915, 15:39:24
215241753, 15:39:57
215359670, 15:42:40
215637000, 15:41:36
215786757, 15:39:15
215803602, 15:56:23
215817420, 15:41:30
215822032, 15:49:25
215884735, 15:39:46
216105791, 15:43:52
216288456, 15:41:39
217493030, 15:39:34
218637742, 15:42:30
219535010, 15:40:06
219635810, 15:46:42
219743945, 15:42:23
219746179, 15:46:32
220063796, 15:54:48
220222194, 15:39:37
220644017, 15:46:29
220932172, 15:40:05
221118482, 15:39:35
232538413, 15:44:52
235033172, 15:45:03
246867386, 15:54:58
